Speed_100m_m/s,Direction_100m_degrees,Temperature_2m_degrees_C,Pressure_0m_kPa
5.51,144.2,26.3,100.2
5.13,142.4,26.5,100.2
5.36,131.9,26.3,100.2
5.98,131.4,25.9,100.2
5.85,137.9,26.2,100.1
5.84,140.9,26.2,100
5.76,143.5,25.4,100
5.53,149.2,24.9,100
6.21,146.4,24.7,100
6.35,145.9,25.1,100
6.43,147.7,24.7,100.1
6.83,152.8,26.6,100.1
6.74,153.3,27,100.2
6.36,155.6,27.8,100.2
6.66,163.3,28.4,100.2
6.88,159.4,28.9,100.1
7.34,153.2,29.1,100
7.8,151.2,29.5,100
8.64,150.9,28.8,99.9
8.67,152.8,27.2,100
7.65,147.2,26.7,100
7.24,150,26.8,100.1
6.9,151.5,27,100.2
7.13,151.7,25.9,100.2
6.66,150.1,26.1,100.3
6.64,147.8,25.9,100.3
6.55,148.9,25.8,100.2
6.9,151.6,25.3,100.2
6.73,152.7,25.4,100.2
6.36,152.6,24.7,100.1
6.44,149.8,24.4,100.1
6.24,140.5,24.4,100.1
6.4,147.2,24.4,100.2
6.64,150.1,24.4,100.2
6.72,149.1,23.9,100.2
6.92,148.2,25.3,100.3
6.77,145.6,25.2,100.4
7.49,145.8,24.9,100.4
7.35,147.3,27.3,100.4
6.99,146.1,27.2,100.4
7.62,150.4,27.6,100.3
6.82,150.5,26.7,100.3
6.18,152.7,27.3,100.2
6.12,154.7,25.3,100.2
5.93,141,25.4,100.2
5.72,143.7,25.6,100.3
5.69,147.6,25.6,100.4
5.75,148.8,24.8,100.5
5.84,155.4,24.5,100.5
5.31,158.4,24.4,100.5
5.17,156.1,24.5,100.5
5.07,151,24.8,100.5
4.77,142.9,25,100.4
4.54,135.4,24.8,100.4
4.89,130.1,24.9,100.4
4.21,126.9,23.3,100.3
4,130.3,23.4,100.4
3.81,120.9,24,100.4
4.1,115,23.9,100.5
3.9,115.7,25.1,100.5
3.96,117.6,25.4,100.6
3.77,118.4,25.2,100.6
3.8,129.8,26.6,100.6
3.38,137.2,27.3,100.6
3.2,130.1,27.3,100.5
3.33,129.9,27.8,100.4
4.07,132.8,27.4,100.3
3.39,148.6,26.1,100.2
3.16,152.6,25.7,100.3
2.9,131.6,25.7,100.4
3.67,130.7,25.8,100.4
3.6,121.8,24.8,100.5
3.52,119.9,25.1,100.5
3.61,122,25.4,100.6
3.51,117.1,25.1,100.6
3.51,108.6,24.6,100.5
3.5,125.6,24.7,100.5
3.47,149.8,24.5,100.4
3.44,154.6,24.5,100.4
2.43,157.2,23.7,100.5
2.17,151.5,23.7,100.5
2.83,140.9,24.1,100.5
3.03,140.8,23.9,100.5
2.94,141.3,24.8,100.6
2.17,159.3,24.4,100.6
2.25,175.9,24.3,100.7
2.69,181.1,26.6,100.7
2.48,177.1,26.3,100.6
1.64,157.1,26.4,100.4
1.67,156.3,27,100.3
2.16,165,27,100.3
2.46,151.2,28.3,100.2
2.93,157.4,27.7,100.3
2.76,173.8,27.8,100.3
3.03,152,27.2,100.4
3.46,144,26.3,100.4
3.83,138.7,25.8,100.5
4.05,139.3,26,100.5
3.92,141.5,25.6,100.5
3.69,136.8,25.6,100.5
3.88,136.3,25.5,100.4
4.01,137.6,25,100.4
3.5,128.4,25.3,100.3
3.42,113.2,24.8,100.3
3.45,102.9,24.8,100.3
2.48,118.2,25.1,100.3
1.75,132.6,25.3,100.4
1.7,131.3,27.2,100.4
2.84,149.3,28.1,100.5
3.49,159.8,28.4,100.5
4.47,172.9,30.9,100.5
5.08,174.4,29.4,100.4
4.87,169.8,29.4,100.3
5.02,164.8,30.1,100.2
5.23,168.8,30.6,100.1
5.96,168.9,29.7,100.1
6.23,167.9,29.1,100.1
5.89,168.6,28.6,100.2
6,171.2,27.8,100.3
5.41,164.5,26.5,100.4
5.34,164.4,26.2,100.4
6.1,166.1,26.3,100.5
6.03,166.3,26.3,100.4
5.14,154.4,24.8,100.4
5.05,144.7,25.1,100.3
5.67,137.1,24.7,100.3
5.89,135.6,24.6,100.3
5.64,132.1,24.4,100.2
5.51,127.9,24.5,100.3
5.63,129.2,24.8,100.3
5.64,130.2,24.5,100.3
5.7,139.1,26,100.4
5.23,141.9,26.1,100.5
5.45,149.5,26.6,100.5
6.37,155.1,29.2,100.5
6.03,148.5,29.6,100.3
6.21,153.5,29.7,100.3
6.37,158.9,30.1,100.1
6.58,168.9,29.4,100.2
6.28,165.2,27.3,100.1
5.06,132.4,27,100.1
5.14,128.2,27,100.1
5.14,133.8,26.9,100.3
5,134.7,26.1,100.3
5.16,132.9,26.5,100.4
5.15,135.1,26.7,100.4
4.7,145.8,26.3,100.5
4.01,153.3,25.8,100.4
4.1,130.3,25.8,100.3
5.02,101.6,25.6,100.2
4.89,94.4,24.7,100.2
5.08,103.4,24.3,100.2
5.15,115.6,24.2,100.2
5.06,121.2,25.2,100.3
4.37,127.5,25.1,100.3
3.88,134.1,26.3,100.4
3.81,129,26.9,100.4
3.62,142,27.5,100.4
3.56,149.8,29.1,100.4
3.86,152.3,28.9,100.3
4.02,159.3,30.6,100.2
3.78,138.4,31.2,100.1
2.55,155.3,30.4,100.1
0.28,138.9,27.7,100
0.69,93.5,28.1,100
1.07,105,27.9,100.1
2.24,120.9,27.3,100.2
2.09,110.4,26.8,100.2
1.68,157.5,26.7,100.3
1.66,171.9,25.9,100.3
0.51,218.7,26.1,100.4
1.25,327.3,25.6,100.3
2.34,337.1,25.3,100.2
3.49,328.7,24.2,100.2
4.83,332.3,24.1,100.2
7,342.6,23.2,100.1
7.21,349.4,23.1,100.1
7.87,352.2,24.2,100.2
8.2,354.6,24.3,100.2
8.2,355.9,26.3,100.3
7.98,352.4,27.1,100.3
8.93,351.5,27.8,100.3
8.8,356.5,30.8,100.3
8.14,354.9,31.6,100.1
8.23,349.2,32.1,100
8.48,345.8,32.5,99.9
8.39,346.4,32.7,99.9
8.7,351.3,30.1,99.9
9.47,354.8,28.6,100
9.27,349,27.9,100
9.72,342.1,27.6,100.1
9.67,341.6,26.7,100.1
9.02,341.5,26.7,100.2
8.59,344.6,26.5,100.2
8.74,343.5,26,100.2
9.24,341.5,25.1,100.2
9.85,342.7,25.3,100.1
10.47,342.2,25.3,100.1
10.33,338.1,24.8,100
10.35,342.5,24,100.1
10.61,339,23.9,100.1
11,338.1,23.7,100.2
11.03,338.3,23.5,100.2
10.38,340.3,23.7,100.3
9.89,339.1,23.6,100.3
9.49,339.6,24.1,100.4
9.26,341.6,25.1,100.3
9.1,345.6,24.9,100.3
8.63,344.6,25.6,100.2
8.18,338.6,25.3,100.2
8.57,332.9,25.1,100.1
7.76,335.1,24.3,100.1
7.19,336.6,24,100.2
6.79,338.3,24.1,100.2
5.84,344.6,23.9,100.2
5.96,343.7,22.6,100.3
5.58,349.3,22.9,100.4
5.3,349.6,23.1,100.4
5,356.3,23.3,100.4
5.28,2.4,23.6,100.4
5.61,1.9,23.8,100.3
5.88,358.7,23.7,100.2
6.16,358.3,23.6,100.2
7.2,357.9,23.8,100.2
7.89,354.4,23.7,100.2
7.99,350.5,23.6,100.3
8.09,349.8,23.6,100.3
8.71,346.2,25.4,100.4
9.53,344.4,25.7,100.4
8.85,342.1,27,100.4
9.42,344.7,28.3,100.4
9.6,341.4,29.8,100.3
9.87,341.9,29.7,100.2
10.2,340.8,29.8,100.1
7.95,351.6,28.6,100.2
9.21,350,24.8,100.1
9.86,352.7,25.1,100.2
9.54,349.2,25.5,100.3
9.04,346.6,25.3,100.3
8.93,344.6,24.3,100.4
8.72,344.6,24.2,100.4
9.14,341.9,24.2,100.5
9.37,341.9,23.8,100.5
9.55,342.1,23.8,100.4
9.72,342.3,23.9,100.3
9.92,343,23.9,100.3
10.24,342.5,23.6,100.3
10.49,342.6,23.8,100.2
9.91,343.8,23.7,100.3
9.62,344,23.5,100.4
10.12,344,23.4,100.4
10.13,343.8,25.2,100.5
10.1,346.3,25.7,100.5
10.02,347.8,27.1,100.5
9.5,348.8,29.4,100.5
8.79,347.3,30.2,100.4
8.73,344.1,29.5,100.3
7.69,349.3,28.3,100.2
7.36,347.6,27.8,100.2
6.9,356.5,27,100.1
6.75,357.8,26.6,100.2
6.13,357.6,26,100.3
5.36,357.9,25.3,100.4
5.26,350.5,23.9,100.5
4.92,358.5,24.1,100.5
4.41,355.9,23.8,100.6
3.89,5.7,23.9,100.5
3.53,14.5,23.5,100.4
3.77,20,23.4,100.4
3.7,31.5,23.3,100.4
3.72,35.1,23.8,100.3
3.56,30.9,23.6,100.3
3.96,7.8,23.9,100.4
4.83,359.4,24.1,100.4
5.57,351.8,23.7,100.5
6.07,352.4,24.8,100.6
5.67,352.1,25.7,100.6
5.69,352.4,26,100.6
5.76,348.9,29.4,100.5
5.82,345.4,30.1,100.4
6,340.9,30.3,100.3
5.25,338.4,30.5,100.2
5.42,350.7,30.2,100.2
6.08,347,28,100.1
6.87,349.3,27.6,100.1
6.9,351.6,27.2,100.3
6.68,355.7,26.7,100.3
6.2,353.6,25.5,100.5
5.51,350.9,25.2,100.5
5.47,345.9,25.2,100.5
5.63,343.2,24.9,100.5
5.86,339.7,24.5,100.5
5.81,340,24.5,100.5
5.68,341.4,24.1,100.4
6.12,343.3,23.7,100.4
6.61,345.2,23.2,100.3
6.77,347.1,23.2,100.4
7.39,350,23.1,100.4
7.34,349.4,23,100.5
7.87,349.9,25.5,100.5
7.64,347.4,26,100.6
7.84,345.8,26,100.6
7.91,347.2,29.4,100.6
7.56,346.9,30.4,100.4
7.66,346.4,31.3,100.3
7.58,344.2,30.7,100.2
7.49,343.3,29.8,100.2
7.22,343,28.6,100.2
8.17,344.4,27.7,100.2
8.9,345.7,27.3,100.3
8.86,346.2,26.8,100.3
9.04,344.5,26.1,100.4
8.86,346.1,26.1,100.4
8.8,347.6,25.9,100.5
8.97,347.5,25.5,100.5
9.04,346.4,24.5,100.5
8.94,346.3,24.7,100.4
9.08,347.1,24.3,100.4
9.05,346.4,24.2,100.4
9.15,346.7,23.2,100.3
9,348,23.3,100.4
9.06,348.9,24.3,100.5
9.01,349.3,24.1,100.6
8.84,348.8,26.1,100.6
9.14,347.8,26.6,100.7
9.28,347,27.3,100.7
9.01,345.2,28.1,100.7
8.57,345.5,30.6,100.5
8.29,346.8,30.9,100.4
7.81,347.4,31,100.3
7.56,349.1,31.2,100.3
7.45,348.6,29.7,100.2
8.14,350.5,29,100.3
8.87,350.7,28.2,100.3
9.38,351.5,27.9,100.4
9.41,351.9,27.7,100.5
9.33,350.9,25.5,100.6
9.05,349.2,25.2,100.6
8.76,347.4,24.9,100.6
8.67,348.5,24.8,100.6
8.67,349.4,24.9,100.6
8.6,349.7,24.4,100.5
8.74,349.3,24.7,100.5
7.93,351.7,23.7,100.5
7.86,354.2,23.9,100.6
7.92,355.4,23.8,100.5
8.15,355.1,23.7,100.6
8,351.2,25.6,100.6
8.86,352.1,26.8,100.6
8.57,352.4,28.3,100.6
8.28,351.3,31.4,100.6
8.3,351.3,31.3,100.5
8.43,349.6,31.6,100.4
8.39,344.7,31.9,100.3
8.82,343.5,31.8,100.3
8.93,344.5,29,100.3
9.03,348.7,28.5,100.3
9.21,350.7,28.1,100.3
9.13,352.6,27.5,100.4
9.05,352.1,27.2,100.5
8.99,349.4,26.1,100.6
8.82,348.8,25.8,100.6
8.52,350.1,25.5,100.6
8.4,349.6,25.2,100.6
8.18,348.9,25.3,100.6
7.94,348.9,24.8,100.5
7.69,348.9,24.9,100.5
7.79,348.6,24.2,100.4
7.68,350.8,24.1,100.5
7.76,352.3,24.6,100.5
8.16,352.7,24.3,100.5
7.9,350,26.7,100.5
8.26,349.3,27.9,100.6
8.14,353.9,28.7,100.6
7.17,354,31.8,100.5
6.55,351.8,32.1,100.4
6.46,350,31.9,100.3
6.33,347.6,32.8,100.2
6.45,343.1,32.8,100.2
6.07,337.8,30.5,100.2
6.59,339.4,29.7,100.2
7.05,345.7,29.4,100.2
6.85,350,29.3,100.3
6.22,354.4,27.5,100.4
5.33,358.7,27.1,100.4
4.2,4.7,26.7,100.5
3.6,5.2,26.5,100.5
2.96,8.7,24.9,100.5
2.8,9.6,24.6,100.4
3.13,13.9,24.8,100.4
3.27,15.6,24.3,100.4
3.5,6,24.7,100.3
3.67,359.5,24.8,100.3
3.73,355,24.8,100.4
3.53,352.8,24.2,100.4
3.19,351.6,26.7,100.4
2.96,351.4,27.9,100.5
2.4,352.4,28.4,100.5
1.82,350.5,31.7,100.4
1.44,348,31.9,100.3
1.33,343.9,32,100.2
1.21,350.5,32.9,100.1
1.16,13.5,32.6,100.1
0.58,7.8,31.3,100
0.44,65.5,30.5,100.1
0.21,0.7,30.2,100.1
0.62,304,29.7,100.2
1.25,307.2,28.5,100.3
1.45,327.7,28.1,100.4
1.95,357.5,26.2,100.4
2.73,2.1,25.4,100.4
3.06,2,25,100.4
3.6,357.3,25.6,100.4
4.35,353,24.8,100.3
4.68,354.9,24.7,100.3
5.41,355.5,23.6,100.2
5.46,355.2,23.5,100.2
5.66,352.8,23.5,100.3
5.74,353.5,23.5,100.3
4.93,356.1,26.4,100.4
4.39,355.1,27.2,100.4
4.06,354.6,28.1,100.4
3.69,352.1,28.9,100.4
3.04,346.1,32.9,100.3
2.84,341.1,33.4,100.2
2.87,341.1,33.6,100.1
3.08,343.4,33.5,100
2.79,342.2,31.1,100.1
3.67,346.3,30.7,100.1
3.16,5.4,29.6,100.1
2.71,10.1,28.6,100.2
3.6,355.9,27.5,100.3
4.15,358.8,27.2,100.4
4.61,354.5,26.9,100.4
4.96,352.4,26.4,100.4
5.3,349.3,25.9,100.4
5.66,348.5,25.9,100.4
6.03,348.1,25.7,100.3
6.11,349.2,26.3,100.3
6.5,350,25.5,100.3
6.77,352.7,25.6,100.3
7.09,352,25.8,100.3
7.78,351.1,25.7,100.4
7.45,352.5,27.3,100.4
7.87,354.3,28,100.5
8.04,354.4,28.5,100.5
8.03,354.2,31.1,100.5
7.97,355.2,31.4,100.4
8,355.9,31.7,100.3
7.95,352.1,32,100.2
8.53,349.6,32.6,100.1
9.12,349.9,29.9,100.2
9.76,351.9,29.1,100.3
10.16,351.5,28.4,100.3
10.03,351,27.7,100.5
9.96,349.2,26.9,100.6
9.59,346.3,26.7,100.6
10.05,346.4,26.5,100.7
10.34,344.6,25.5,100.6
10.18,344.1,25.4,100.6
10.77,343.7,25.4,100.6
11.33,342.9,25,100.6
11.31,344.3,25,100.6
10.89,344.6,23.3,100.6
11,346.4,23.2,100.6
10.87,346.4,23.9,100.6
10.46,346.3,23.6,100.7
10.49,344.5,25,100.7
11.06,344.7,25.1,100.8
11.94,346,24.8,100.8
12.15,346.8,27.4,100.7
12.33,348,28.3,100.6
12.42,348.9,29.4,100.5
11.94,348.1,30.3,100.5
11.97,347.9,29.8,100.4
11.61,348.9,27.2,100.4
11.99,349.4,27,100.5
12.22,351.1,26.6,100.5
12.06,351.4,26.6,100.6
12.17,348,25.7,100.7
11.91,347.5,25.5,100.7
11.61,347.9,25.6,100.8
11.28,347.5,25.1,100.7
10.84,347.4,24.2,100.7
10.79,347.3,24.2,100.7
10.83,346.8,23.6,100.6
10.83,346.4,23.7,100.6
10.46,346.3,23.3,100.6
10.75,349.7,23.1,100.6
11.02,350.8,24,100.6
11.61,349,23.7,100.7
11.42,345.8,25.6,100.7
12.68,345.5,26.6,100.8
12.63,345.8,27.2,100.8
12.61,348.1,29.4,100.7
12.3,349.1,30,100.6
11.51,348.6,30.4,100.5
11.25,349.6,30.8,100.4
10.89,350.9,30.5,100.4
10.72,345.8,28.3,100.4
11.34,350.4,27.5,100.5
10.97,350.8,27.1,100.5
10.88,349,27.1,100.6
11.06,346.8,26.1,100.6
10.84,345.1,26,100.7
10.8,345.5,25.7,100.7
10.68,345.6,25.6,100.7
10.53,345.7,24.5,100.6
10.42,346.6,24.3,100.5
10.27,348.2,24.6,100.5
10.1,349.2,23.7,100.5
9.81,350.1,24,100.5
9.68,351,24,100.5
9.81,350.8,24,100.5
10.21,349.5,23.7,100.5
10.21,348.3,25.6,100.6
10.56,350.9,26.1,100.6
10.04,353.6,27.6,100.6
8.9,353.1,29,100.5
8.64,353.5,31.8,100.4
8.41,353,31.8,100.3
7.96,347.9,32.2,100.3
8.14,345.7,32.1,100.2
7.98,343.7,29.6,100.2
7.93,346,28.9,100.3
8.16,347.8,28.1,100.3
8.33,349.2,27.1,100.4
8.26,351.1,27.5,100.5
7.89,352,25.9,100.5
7.41,352.3,25.5,100.5
7,351.6,25.5,100.6
6.67,350.1,25.9,100.5
6.16,353.2,25.9,100.5
5.99,354.3,25.6,100.4
5.82,355.3,25.7,100.4
5.52,357.4,24,100.4
5.31,3.1,24,100.4
5.01,5.4,23.9,100.4
4.7,2.5,23.9,100.5
3.78,353.9,27.1,100.5
3.5,347.5,28.3,100.5
3.2,344.8,29.2,100.5
2.22,343.8,32.6,100.4
0.92,343.2,33.1,100.3
0.45,175.8,33.6,100.2
1.93,177.8,33.9,100.1
3.59,179.9,33.5,100.1
4.92,183,31.4,100.1
5.08,179.3,30.3,100.2
4.97,164.9,29.2,100.3
4.52,156.6,28.5,100.3
4.2,145.8,26.9,100.4
4.08,134,26.8,100.5
4.1,129.6,26.5,100.5
4.24,126.3,25.9,100.5
4.57,126.1,25.2,100.5
4.7,131.4,25.3,100.4
4.86,134.7,25.2,100.3
5.09,135,24.6,100.3
5.56,128.5,23.8,100.3
5.57,127,23.9,100.3
5.75,130,24.1,100.3
5.8,132.2,24.1,100.4
5.25,135.4,27.6,100.4
6.8,148.4,27.9,100.5
6.61,154.7,27.5,100.5
6.96,160.3,29.9,100.4
7.28,166.9,29.9,100.3
7.52,168.4,30.6,100.2
7.65,168.5,30.8,100.2
7.74,167.5,31,100.1
6.78,166.6,27.9,100.2
6.04,166,28.1,100.2
5.56,152.2,28,100.3
4.9,145.3,28.2,100.4
3.65,129.4,26.9,100.5
3.28,122.1,27.1,100.6
3.16,116.8,27.3,100.6
3.05,103.4,26.8,100.5
2.18,85.7,25.4,100.6
0.7,93.8,25.4,100.5
0.43,95.2,24.9,100.5
0.38,310.1,24.4,100.4
2.35,339.1,24,100.5
2.86,345.5,24.2,100.4
3.53,356.8,24.8,100.4
4.4,0,24.4,100.5
5.19,353.7,26.8,100.5
6.35,346.3,27.9,100.6
8.47,347.3,28.3,100.6
8.41,348.2,31.4,100.5
8.62,348.4,31,100.4
9.17,347.6,31.8,100.3
9.59,349.8,32,100.2
9.59,347.5,31.8,100.2
8.8,352,28.7,100.1
9.47,348.3,28.3,100.2
9.44,348.2,27.5,100.3
9.26,347.8,27.2,100.4
9.39,347.8,26.5,100.4
9.16,348.6,26.3,100.5
9.3,347.7,25.8,100.5
9.64,347,25.3,100.5
9.91,343.5,25.5,100.5
10.43,340.1,25.5,100.4
10.4,340.8,24.9,100.4
9.73,341.5,24,100.4
10.72,338.8,23.2,100.4
10.44,344.9,22.9,100.4
9.96,347,23.3,100.5
9.88,345.7,23,100.5
10.45,342.4,24.5,100.6
10.73,344,25.4,100.6
10.75,347.3,26.1,100.6
10.53,351.2,27.2,100.6
9.91,351.2,29.6,100.5
9.73,351.5,30.4,100.4
9.14,348.6,30.7,100.3
8.76,346.4,30.2,100.2
7.99,347.8,29.2,100.2
7.94,349,28.2,100.2
7.87,353.6,27.9,100.3
7.95,354.9,27.5,100.4
7.24,355.9,26.5,100.4
6.45,354,26.3,100.5
6.06,351.3,26,100.6
5.93,351.3,25.8,100.6
5.76,354,25,100.5
5.63,355.3,25,100.5
5.59,355.9,24.7,100.4
5.47,0.4,24.6,100.4
5.44,2.7,23.4,100.4
5.25,9.2,23.1,100.4
5.01,8.6,23.1,100.4
5.11,1.6,23.2,100.4
4.96,354.6,25.9,100.5
5.08,355.6,27.3,100.6
4.42,356.6,28.1,100.6
3.5,353.8,31.6,100.6
2.57,346.6,32.4,100.4
1.58,337.6,32.9,100.4
0.91,324.8,34.1,100.2
0.51,128.9,34.4,100.2
0.72,58.8,31.5,100.2
1.27,94.1,30.4,100.3
0.3,186.1,28.9,100.2
0.76,36.5,28.7,100.4
1.18,3.6,26.3,100.5
1.62,340.3,26,100.5
2.68,330.1,26.2,100.5
3.19,340,25.9,100.6
3.39,350.9,25.3,100.5
3.69,347.8,25.7,100.5
4.23,346,25.8,100.4
4.37,346,25.9,100.4
4.53,344.8,24.1,100.4
4.64,352.1,23.9,100.4
4.96,353.4,24.5,100.4
4.79,355.5,24.6,100.5
4.44,353.9,27,100.5
4.11,356.3,28,100.5
3.66,354.9,28.7,100.5
3.11,354.4,32.1,100.5
2.72,351.4,32.7,100.4
2.33,351.2,33.1,100.3
1.66,359.4,33.4,100.1
0.96,39.3,33.4,100.1
1.22,85.4,31.9,100.1
1.25,119.6,31,100.1
1.51,150.4,29.9,100.2
1.75,182,28.9,100.2
1.5,176.5,27.8,100.3
1.08,174.3,26.8,100.4
0.41,172.9,27.1,100.4
0.28,81.3,26.5,100.4
0.56,44.8,25.9,100.4
0.76,35.6,26.7,100.3
0.93,18.5,25.8,100.3
1.17,10.8,26,100.2
1.1,17.7,25.3,100.2
1.2,1.1,25.4,100.2
1.22,348.3,25.4,100.2
1.28,344,25.3,100.3
1.01,340.3,27.7,100.3
0.85,330,29,100.4
0.61,282.6,29.6,100.4
1.13,228.8,32.6,100.3
1.35,213.2,32.8,100.2
1.41,197.1,33.1,100.1
1.56,189.7,33.4,100.1
1.95,184.1,32.9,100
1.81,161.9,28.4,100
1.13,113.5,28.4,100.1
0.91,112.7,28.5,100.1
0.54,136,28.9,100.2
0.5,219.9,28,100.3
0.82,263.5,27.9,100.3
0.92,293.5,27.7,100.3
1.01,324.8,26.8,100.3
1.33,335.6,26.3,100.3
1.9,340.2,26.3,100.2
2.56,345.9,25.9,100.2
3.15,347.4,25.6,100.2
4.2,348.6,25.1,100.1
4.9,349.5,25,100.2
5.63,350.2,24.9,100.2
6.11,349.6,25,100.3
6.25,351.1,27.3,100.4
5.92,353.4,28.7,100.4
5.94,351.8,29.3,100.4
5.75,353,32.7,100.3
5.63,355,32.9,100.2
5.54,353.3,33.3,100.2
5.4,349.8,34.1,100.1
5.43,349.2,34.1,100
5.82,345.9,31.2,100
5.96,345,30.8,100.1
5.81,351.6,30.2,100.1
5.45,357.8,29.4,100.2
5.33,0.2,28.1,100.3
5.07,359.4,27.3,100.3
4.75,359.9,27.2,100.4
4.39,0.2,26.2,100.4
4.33,358.2,25.8,100.3
4.55,355.1,25.7,100.3
4.76,352.8,25.6,100.2
4.99,350.9,24.6,100.2
5.27,352,24,100.2
5.35,353.5,23.9,100.2
5.47,352.5,24.6,100.3
5.6,352.8,24.6,100.4
5.41,356.4,27.1,100.4
5.6,354.5,28.1,100.5
5.79,351.7,28.9,100.5
5.59,351.4,32.6,100.4
5.43,352.5,33.1,100.3
5.54,352.2,33.6,100.2
5.75,349.9,34,100.1
6.16,348.3,33.8,100.1
6.54,341.9,31.2,100
7.24,340.6,30.4,100.1
7.81,344.5,29.8,100.1
7.71,347.9,29.3,100.2
7.29,351.3,27.7,100.3
6.87,353.9,27.5,100.4
6.34,354.3,27.3,100.4
5.92,354.5,26.7,100.4
5.57,353.8,26.1,100.4
5.38,353.1,26,100.4
5.53,352,25.5,100.3
5.64,351.6,25.5,100.3
5.7,350.1,24.6,100.3
5.74,354.9,24.6,100.3
5.68,355.4,24.6,100.4
5.66,354.4,24.6,100.4
5.4,355.1,26.7,100.5
5.2,355.2,27.9,100.5
4.87,352.7,29.1,100.5
4.68,348.6,32.1,100.4
4.5,348.4,33.2,100.3
4.36,350.3,33.6,100.3
4.37,349.8,34.6,100.2
5.09,348.7,34.5,100.1
5.91,348.3,31.6,100.1
7.1,345.6,30.6,100.2
8.17,348,30,100.2
8.35,351.6,29,100.3
8.46,353.7,27.9,100.4
8.43,354.5,28.1,100.5
8.48,354.6,27.9,100.6
8.64,353.2,27.8,100.6
8.89,352.1,27,100.6
9.3,350,26.8,100.5
9.54,349,26.2,100.5
10.14,348.2,25.4,100.5
10.85,348,24.9,100.4
10.97,349.2,24.6,100.4
11.06,350.2,24.4,100.5
11.45,350.4,24.3,100.5
12.04,349.3,25.6,100.6
12.85,346.7,27.1,100.6
12.57,347.7,27.9,100.7
12.94,349.3,30.1,100.7
12.2,348.5,30.7,100.6
12.79,350.9,30.9,100.5
12.44,350.1,30.6,100.4
13.29,353.7,30.6,100.4
11.73,350.4,27.7,100.4
11.03,351.9,27.4,100.4
11.93,353.2,26.9,100.5
12.05,352.1,27.2,100.5
12.26,349.9,25.8,100.6
12.29,349.4,25.2,100.6
12.19,347.4,24.6,100.7
12.01,345.6,24.3,100.7
11.75,345.1,24,100.7
11.63,345.3,23.8,100.6
11.55,346,23.7,100.6
11.44,347,22.9,100.5
11.04,346.8,22.5,100.5
10.89,347.3,22.6,100.5
10.97,348.3,23.4,100.6
10.48,348.7,23.2,100.6
11.11,348.7,25.1,100.7
11.43,350.4,25.8,100.7
11.31,352.7,26.9,100.7
11.25,355.7,30,100.6
11.04,359.4,30.6,100.5
10.83,357.9,30.8,100.4
10.57,357.2,31.2,100.3
10.1,356.4,31.1,100.2
9.64,350,28.9,100.2
9.32,347.5,28.4,100.3
9.23,347.6,28.1,100.3
9.17,349.6,27.2,100.3
9.11,350.3,26.7,100.4
8.8,351.6,26.5,100.4
8.48,352,26.4,100.5
8.08,352.7,26,100.5
7.63,353.5,24.9,100.4
7.44,353.2,25,100.4
7.42,352.7,25.1,100.4
7.33,351.2,24.2,100.4
7.06,353.1,23.4,100.3
6.83,355.2,23.5,100.4
6.47,354.5,23.4,100.3
6.08,352.7,23.2,100.4
5.34,350.7,26.9,100.4
4.95,350.8,28,100.5
4.07,350.7,29.1,100.5
2.75,350.4,32.7,100.4
1.32,357,33.2,100.3
0.13,89.9,33.9,100.2
1.26,167.3,34.5,100.1
2.36,173,34.8,100.1
3.52,175.4,31.6,100.1
4.05,178.6,30.4,100.2
3.88,180.7,29.3,100.2
3.2,176.2,28.7,100.3
2.6,163.9,26.6,100.3
1.93,155.2,25.7,100.4
0.91,151.7,25.6,100.5
0.72,32.8,25.4,100.5
2.11,3.9,24.2,100.5
3.61,359.1,24.7,100.5
4.54,359.3,25.1,100.5
5.39,355.6,25.2,100.5
6.45,354.8,25,100.4
7.53,352.2,25.3,100.5
8.55,347.2,25.3,100.6
9.09,344.6,24.8,100.6
9.58,343.5,26.5,100.7
12.39,339.7,26.5,100.8
14.28,341.5,25.2,100.9
15.48,342.9,26.6,100.9
16.03,343.7,26.3,100.8
16.4,342.4,26.5,100.8
17.03,343.4,25.1,100.7
17.76,343.7,25,100.7
17.7,342.9,22.5,100.6
17.65,344.4,21.9,100.7
18.06,344.3,21.3,100.8
18.2,345,21.2,100.9
18.11,345.7,20.1,101
18.04,346.2,19.6,101.1
18.16,346.6,19.5,101.2
18.09,346.6,18.2,101.2
17.93,345.8,18.4,101.2
18.03,346.6,18.6,101.1
18.12,347.7,17.8,101.1
18.16,348.3,17.3,101.1
17.44,348.3,16.7,101.1
17.8,350.2,16.6,101.2
18.29,351.2,16.7,101.2
17.86,351.3,16.7,101.2
18.94,350,17.9,101.3
19.49,349.7,18.3,101.3
19.7,349.2,19,101.4
19.84,349.6,20.5,101.4
19.59,350.8,20.5,101.3
19.19,352.4,20.7,101.2
19,352.6,20.7,101.1
18.86,352.5,19.9,101.1
18.21,352.6,17.8,101
17.71,351.1,17.6,101
17.61,351.3,17.4,101.1
17.73,351.9,17.6,101.2
17.38,351.7,17.4,101.2
16.93,352.3,17.5,101.3
16.66,352.1,17.6,101.3
16.31,352.1,17.1,101.2
16.04,351.3,16.8,101.2
16.03,351.1,16.8,101.1
15.94,351.3,16.3,101.1
15.9,351.4,15.4,101
15.61,350.9,15.1,101
15.45,351.6,15,101
