Speed_100m_m/s,Direction_100m_degrees,Temperature_2m_degrees_C,Pressure_0m_kPa
7.35,350,26.2,100.6
6.97,353.2,25.6,100.6
6.8,353.5,25.2,100.5
7.08,358.2,24.6,100.5
7.14,352.8,24.4,100.5
7.3,351.5,24.2,100.6
6.54,352.4,24.1,100.6
5.63,359.9,26,100.7
4.25,2.9,27.2,100.7
3.24,355.8,29.4,100.7
2.5,356.2,33.6,100.6
2.08,355.9,34.5,100.5
1.41,350.4,35.5,100.4
0.64,327.3,36.3,100.3
0.63,250.9,36.2,100.2
0.82,223.1,34.2,100.2
1.14,305.6,33.1,100.2
2.17,335.5,31.7,100.3
2.63,326.9,30.1,100.4
3.72,325.4,28.6,100.5
4.19,339.4,28.6,100.6
4.68,339.7,28.2,100.6
4.9,343.5,27.3,100.7
5.22,343.6,27.4,100.6
5.26,351.4,27.1,100.5
5.14,352.2,26.4,100.5
5.12,351.2,26.1,100.5
5.24,351.2,24.8,100.5
5.3,357.5,24.6,100.5
5.36,359.3,25.2,100.6
4.63,355,25.4,100.6
4.33,354.6,27.9,100.6
3.57,354.5,29.7,100.7
2.42,351.7,30.8,100.6
1.12,330.8,34.8,100.6
0.81,292.2,35.7,100.5
0.81,271.2,36.4,100.4
0.6,274.7,36.4,100.3
0.16,237.4,36.2,100.2
1.17,353.7,34.2,100.2
2.29,343.2,33.6,100.2
3.31,349,33,100.3
3.72,353.2,31.8,100.4
3.81,352.9,29.6,100.5
3.99,350.3,28.6,100.6
4.22,345.7,27.8,100.6
4.76,347.2,28,100.7
4.85,353.3,27.8,100.6
4.71,357,27.2,100.6
4.45,358.3,26.1,100.5
4.45,353.4,25.9,100.5
4.28,350.9,25.5,100.5
4.4,355.7,25.5,100.5
4.77,358,25,100.5
4.56,358.6,25.1,100.6
4.06,1.4,28.4,100.6
3.11,360,30.2,100.6
1.7,351,31.4,100.6
0.32,323.9,34.9,100.5
0.78,179.6,35.9,100.5
1.89,171.9,36.6,100.4
3.01,179.6,37,100.3
4.37,182.1,36.9,100.2
5.57,190.1,34.5,100.1
5.95,192.6,33.6,100.2
4.85,190.2,32.3,100.2
4.27,184.9,31.1,100.4
3.54,177.5,28.7,100.5
3.22,159.2,28.8,100.5
2.92,146.7,28.5,100.6
2.54,135.4,27.3,100.6
2.03,128.3,28.1,100.6
1.89,124.2,27.1,100.5
2.06,126.5,26.2,100.4
2.13,121.3,26.3,100.4
2.7,115.4,25.5,100.4
2.74,118.8,25.3,100.4
2.77,121.3,24.9,100.5
2.68,124.3,26.1,100.6
2.42,152.5,30.7,100.6
3.11,173.2,31.3,100.6
3.91,181.3,31.8,100.6
4.39,184.5,32,100.5
4.84,187.5,35.8,100.4
5.08,189.5,35.8,100.4
5,189.3,35.9,100.3
5.1,184.2,35.5,100.2
5.38,180.6,32.5,100.1
4.98,184.3,31.8,100.2
4.65,183.9,30.8,100.2
4.01,186.7,29.8,100.3
3.35,178.5,28.1,100.4
3.31,156.8,27.8,100.5
3,148.9,28.1,100.5
3.3,131.1,27.3,100.6
3.35,132.9,26.5,100.6
3.21,134.5,26.6,100.5
3.03,134.3,27.1,100.4
3.07,130,26.4,100.4
2.69,115.7,25.7,100.4
2.46,120.2,25.9,100.4
1.48,128.6,25.3,100.5
0.61,115.9,26.6,100.5
0.45,144.8,29.6,100.5
0.56,242.1,30.9,100.5
0.92,277.4,32.7,100.5
1.06,282.8,36.9,100.4
1.08,282.8,37.8,100.3
1.15,281.5,39.7,100.2
0.93,287.2,40.1,100
1.11,248.1,40.2,99.9
1.28,229.1,37.8,99.9
0.57,186.8,37.2,99.9
0.4,168.6,35.7,100
0.73,128.8,34,100
0.42,105.9,31.4,100.1
0.67,53.8,30.9,100.3
0.85,47.6,30.6,100.3
0.93,42.3,29.1,100.4
1.75,22.8,28.6,100.4
2.61,2.3,29.1,100.4
3.29,7.9,28,100.4
3.68,6.1,27.7,100.3
3.32,6.4,27.5,100.3
3.98,353.9,26.9,100.4
4.56,356,26.9,100.4
4.56,356.1,26.7,100.4
3.7,357.1,29.8,100.4
2.4,9.9,31.1,100.5
1.63,16.2,32.2,100.5
1.44,5.3,35.3,100.4
1.3,3.2,36.5,100.3
0.88,4.8,38,100.2
0.48,37.3,38.5,100.1
0.96,146.1,38.2,100
2.06,127.4,34.6,99.9
3.79,156.6,32.4,99.9
3.61,176.2,30.4,100
4.14,174.1,29.9,100.2
4.22,174.2,28,100.2
3.16,168.8,27.9,100.3
1.23,152.8,27.8,100.3
0.29,13.9,27.4,100.4
1.55,325,28.1,100.4
2.96,323.8,27.3,100.3
4.31,329.1,27.2,100.3
5.3,333.7,26.5,100.2
6.68,339.6,25.8,100.2
7.24,345.9,25.5,100.2
7.21,348.3,25.2,100.2
7.08,349.3,25.8,100.3
5.76,349.7,29.3,100.3
4.94,352.2,31.6,100.4
4.67,353.4,32.7,100.3
4.45,355.8,35.9,100.3
4.2,356.7,37.1,100.2
4,355.8,37.9,100.1
3.64,0.3,38.8,100
3.34,358.8,39.6,99.9
3.21,0.5,37.9,99.9
2.78,11,36.7,99.9
2.26,7.5,35.2,99.9
1.48,2.1,32.8,100
1.02,343.6,29.9,100.1
1.66,0.3,29.4,100.2
2.17,55,30.1,100.3
1.79,57.8,28.6,100.4
1.92,70.1,27.9,100.4
1.82,32.9,27.8,100.3
2.78,4.9,26.6,100.3
2.91,356.6,26.8,100.3
2.83,11,25.6,100.2
3.22,4.5,25.3,100.3
4.21,356.2,25,100.3
3.62,355.3,25.6,100.4
3.4,356.8,29.5,100.4
3.03,357.6,31.8,100.4
2.57,358.7,33,100.4
2.23,353.8,36,100.3
2.35,352,36.9,100.2
2.47,1.3,37.8,100.1
2.65,0.1,38.6,100
2.54,359.1,38.7,99.9
2.84,1.4,36.8,99.9
2.99,1.1,36.1,100
2.13,12.9,35.2,100
0.98,19.9,33.5,100.1
0.57,32.3,30.9,100.2
1.05,3.9,29.7,100.2
2.11,12.4,28.9,100.3
3.1,31,28,100.4
2.71,26.1,27.9,100.4
2.92,358.6,28.1,100.4
4.93,350.9,27.8,100.3
5.75,356.5,26.2,100.3
5.36,357.2,24.9,100.2
5.47,354,24.5,100.3
5.41,351.5,25.7,100.3
4.89,347.1,26.7,100.4
4.43,347.7,29.6,100.4
4.24,352.2,31.5,100.4
3.8,356.1,32.6,100.3
3.34,357.8,36.6,100.3
2.96,356.7,37.7,100.2
2.19,353.6,38.4,100.1
1.61,355.7,38.9,100
1,354.4,39.3,99.9
0.29,128.9,36.9,99.9
1.38,129.5,36.4,99.9
3,184.8,35.5,100
4.2,203,33.3,100.2
2.36,142.8,31.9,100.2
2.8,117,31.4,100.3
3.2,103.4,30.2,100.3
2.58,86.1,28.8,100.4
2.31,41.8,28.5,100.3
2.67,4.9,28.6,100.3
3.48,345,26.9,100.3
3.91,344.2,26.7,100.2
3.26,357.8,25.6,100.1
3.18,354.4,25.3,100.2
2.87,354.6,27.4,100.3
2.57,359.5,27.5,100.3
2.21,5.5,29.7,100.3
1.13,12.4,32,100.3
0.74,148.2,32.9,100.3
2.45,166.1,36.7,100.2
3.66,169.8,37.2,100.1
4.62,172.1,37.7,100
5.23,177.3,38,99.9
5.91,178.2,36.2,99.9
6.42,178.6,33,99.8
6.2,179.5,32,99.9
5.22,177.6,30.5,99.9
4.23,169.5,30,100
3.87,158.8,29.1,100.1
3.84,148.7,28.9,100.2
3.41,140.1,28.6,100.3
3.27,133.4,28,100.3
3.29,129.8,27.8,100.3
3.77,128,27.8,100.3
3.75,121.5,27,100.2
3.52,111.5,26,100.2
3.65,106.9,25.5,100.2
3.79,118,25.4,100.2
3.48,128.9,25.4,100.2
2.6,132.7,26.2,100.3
2.75,138.7,30.5,100.3
3.12,150.8,30.7,100.3
4,161.9,31,100.3
4.75,168.7,33.6,100.2
5.31,169.1,34.2,100.2
5.86,172,34.6,100.1
6.5,176.1,35,100
6.35,171.6,34.6,100
6.14,170.5,32.3,100
5.33,166.7,31.4,100
4.79,166.3,30.7,100
4.58,165.6,29.8,100.1
4.25,157.8,29.1,100.2
3.69,152.8,27.5,100.3
2.96,145.5,27.7,100.3
2.78,140.8,27.9,100.4
2.87,126.7,27.8,100.3
3.21,116.1,27.4,100.3
3.22,115.9,26.9,100.2
2.64,124.8,26,100.2
2.37,137.4,26.2,100.2
2.75,132.2,26.2,100.2
2.74,125.9,26.2,100.3
1.94,120.9,27.1,100.3
2.23,155.2,30.2,100.3
3.62,169.1,30.8,100.3
4.25,171,31.6,100.4
4.64,171.1,34.5,100.3
5.05,172.3,35.3,100.3
5.13,174.6,35.4,100.2
4.76,176.4,35.1,100.1
4.79,173.9,35.1,100.1
4.83,173.1,32.6,100
3.61,166.6,31.7,100
3.1,185.2,31.1,100
2.99,192.7,30.4,100.1
3.05,183.7,28.7,100.1
2.57,181.6,28.5,100.2
2,189.2,28.8,100.3
1.98,178.6,27.3,100.3
1.82,145.4,27.5,100.3
1.02,91.3,27.6,100.2
1.56,5,26.3,100.2
1.9,15.1,26.3,100.1
1.06,20.2,25.7,100.1
1.2,56.3,26.1,100.1
1.05,27.1,25.9,100.2
2.35,357.3,26.3,100.3
2.8,356.6,29.2,100.3
2.23,347.5,31.6,100.4
1.66,337.1,32.5,100.3
0.95,313.1,35.3,100.3
0.55,189.9,36.8,100.2
1.95,146.9,38,100.2
2.32,219.5,37.3,100.1
1.29,209.1,36.7,100
2.03,213.6,31.2,100
2.39,181.5,30.1,100
1.8,170.8,30.2,100.1
1.52,152.5,29.4,100.1
1.82,175,27.7,100.2
2.12,179.7,26.8,100.2
1.62,205.4,27,100.3
1.08,282.2,26.7,100.3
2.22,313.5,26.6,100.3
4.03,317,26.9,100.2
5.75,329.4,26.4,100.1
6.81,339.9,26.3,100.1
7.15,341.6,25.1,100.1
7.46,342.8,25.2,100.1
7.85,345.3,26.4,100.2
7.85,348.2,28.2,100.2
6.74,349,29.5,100.3
6.01,350.5,31.4,100.3
5.36,353.7,32.6,100.3
5.02,355.2,36.3,100.2
4.73,352.9,37,100.1
4.69,351,38.1,100
4.79,353.7,39,99.9
4.48,357.9,38.9,99.9
4.41,356.3,37.3,99.8
2.77,4.8,37,99.8
1.08,99.9,36.2,99.9
2.92,145.6,33.2,100
3.32,125.3,30.3,100.2
4.22,115.8,29.4,100.3
3.57,113.1,30,100.4
2.1,109,28.8,100.4
1.55,91.4,27.4,100.5
0.74,67.5,27.3,100.4
0.83,353.8,26.3,100.3
2.55,331.1,25.6,100.3
4.41,336.7,25.5,100.2
5.17,343.4,25.6,100.2
5.85,346.2,25.8,100.3
5.97,346.6,25.8,100.4
5.62,348.8,28.9,100.4
5.33,352.7,31,100.4
4.47,354.8,32.3,100.4
3.84,358.2,36.2,100.3
3.22,3.2,37,100.3
2.72,6.6,37.3,100.2
2.34,3,38,100.1
2.19,359.7,38.5,100
1.23,14.1,36.8,100
1.01,109.7,36.1,100.1
1.69,146.6,34.7,100.1
2.68,156.7,32.9,100.2
3.05,162.6,30.3,100.3
2.42,172.4,30.1,100.4
0.96,193,30.5,100.5
1.22,331,28.9,100.5
2.73,336.2,28.7,100.5
4.11,337.8,28.8,100.4
5.13,341.9,27.8,100.4
5.96,346.1,27.1,100.4
6.76,346.2,25.6,100.4
6.8,350.8,25.2,100.4
6.66,356.9,25.1,100.5
6.11,357.7,25,100.5
5.66,358.2,29.4,100.6
4.96,358.5,30.6,100.5
4.32,359.2,31.8,100.5
3.8,2.8,36.1,100.5
3.03,4.3,37,100.4
2.27,359.5,37.9,100.3
2.1,1.2,38.3,100.3
2.22,2.9,38.9,100.2
2.83,359.5,37.2,100.1
3.22,2.5,37,100.1
2.05,20.4,36.4,100.2
1.05,95.9,34.3,100.2
1.12,124.7,30.8,100.3
0.77,58.7,30.4,100.5
1.87,15.6,29.2,100.5
3.19,358.4,28.3,100.6
4.12,341.3,28.5,100.5
5.9,339.3,28.6,100.5
6.99,341.5,26.8,100.4
7.34,342.1,26.7,100.4
7.2,343.9,26.5,100.3
7.36,349,26.3,100.3
7.18,353,26,100.4
6.87,356,26.3,100.5
7.26,354.5,30.4,100.4
7.66,354.1,31.9,100.4
7.49,354.8,33,100.4
7.25,353.4,36,100.3
7.28,354.1,36.1,100.2
7.63,355.6,36.4,100.1
8.24,357.9,36.9,100
8.95,359.8,36.3,99.9
8.75,0.2,34.6,99.9
8.98,358.8,33.9,99.8
8.49,1.6,33.3,99.9
7.55,2.6,32.7,100
6.98,358.8,30,100.1
6.7,351.4,29.5,100.2
7.09,345.8,29.3,100.3
7.47,344.7,28.6,100.3
7.54,345.4,28.6,100.3
7.38,344.3,28.6,100.2
7.21,345.2,26.9,100.2
6.79,347.3,26.6,100.2
6.12,350.1,25.6,100.1
5.84,352.3,25.6,100.2
5.52,356.1,25.8,100.3
4.62,354.3,26,100.3
5,352.4,29.9,100.3
4.98,348.7,31.4,100.3
4.65,348,32.8,100.2
4.16,347.7,35.9,100.1
3.55,349.2,36.9,100.1
2.64,348.2,37.9,100
1.17,329.2,38.9,99.9
0.91,212.6,39.1,99.8
1.97,176.5,36.5,99.8
3.37,184,34.9,99.8
4,186.8,33.1,99.9
3.61,183.1,32.1,99.9
2.73,173.2,30.1,100
2.03,153.7,29.8,100.1
2.12,124.6,29.7,100.2
2.2,104.3,28.8,100.2
1.97,84.8,28,100.2
1.81,58.9,27.8,100.2
1.86,28.2,26.2,100.1
2.11,7.9,26.3,100.1
2.26,353.4,25.1,100.1
2.83,0.5,25.1,100.1
2.68,14,25,100.1
2.08,27.7,26.1,100.2
1.1,53.4,30.4,100.2
1.15,139.4,32.4,100.2
2.24,168,33.4,100.2
3.33,175.1,36.3,100.1
4.19,178.4,36.5,100.1
4.94,179.6,36.2,100
5.51,182,36.5,99.9
5.63,180.2,35.5,99.9
5.5,181.6,33,99.9
4.72,182,32.7,100
4.11,173.2,32.4,100
4.06,157.2,31.7,100.1
4.02,147.3,29.8,100.1
3.74,140.6,29.5,100.2
3.59,138.4,29.3,100.3
3.11,132.6,28.2,100.4
2.93,124.6,28.2,100.3
3,129.6,28.2,100.3
3.3,138.5,27.5,100.2
3.22,130.6,26.8,100.2
3.53,117.1,26.2,100.1
3.73,109.8,26.1,100.1
3.49,113.5,26.9,100.2
2.75,123.1,26.9,100.2
3.14,143.9,30.6,100.2
3.75,157.9,31.4,100.2
4.44,167.3,31.5,100.2
4.83,172.6,34.1,100.2
5.19,171.9,33.8,100.2
5.74,172,34.2,100.1
5.91,173.4,34.6,100.1
5.81,173.4,33.6,100
5.94,178.3,31.9,100
5.23,172.6,31.8,100
4.85,164.3,31.5,100
4.4,160.2,30.8,100.1
4.29,159.3,29.5,100.2
4.29,158.4,29.6,100.3
3.96,152.4,29.4,100.3
3.95,145.6,28.4,100.3
3.97,137.9,28.6,100.3
4.12,133.1,28.6,100.2
4.19,133,28,100.2
4.28,134.4,27.8,100.1
4.73,131.6,26.9,100.1
4.7,126.9,27.3,100.1
4.8,124.9,27.1,100.1
4.85,132.4,26.5,100.2
4.92,145.3,29.9,100.2
5.47,153.7,31.2,100.2
6.39,161.2,30.9,100.2
6.9,163.7,32.9,100.2
7.33,162.7,32.7,100.2
7.38,160.7,31.3,100.2
7.32,159.2,32.8,100.1
7.37,159.9,31.3,100.1
7.66,164.4,30.2,100
7.13,164.2,29.2,100
6.65,161.4,29.8,100
6.26,158.1,29.3,100.1
6.06,153.5,28,100.1
5.64,151,28.1,100.2
5.32,148.6,28.2,100.3
4.9,149.5,27.9,100.3
4.84,147.1,27,100.3
4.76,138.8,27,100.2
4.54,131.8,26.7,100.2
4.5,122.7,26.6,100.1
4.53,118.4,25.7,100.1
4.54,113.7,25.7,100.1
4.68,116.2,25.9,100.1
4.65,118.4,25.9,100.2
4.97,129.3,29.3,100.2
5.19,142.9,29.3,100.2
5.52,153.3,29.2,100.2
5.55,160.1,32.5,100.1
5.77,162.9,32.3,100.1
5.65,165.8,31.9,100.1
5.87,165,33.6,100
6.08,166.4,31.8,99.9
6.02,173.7,30.5,99.9
5.82,176.1,30.6,99.9
5.48,163.4,30,100
5.16,151.3,29.7,100.1
4.58,139.9,28.3,100.1
3.77,124.8,27.8,100.2
4.02,124.6,27.9,100.2
3.93,120.7,27.2,100.2
3.49,121.1,27.2,100.2
3.19,129.8,27.6,100.2
3.05,130.9,26.8,100.1
2.26,127.7,26.9,100.1
1.5,107.9,25.8,100
2.16,122,26,100.1
2.09,121.8,26.2,100.2
1.44,120,25.5,100.2
2.26,168.4,28.7,100.2
3.08,175,29.5,100.2
3.62,172.5,30.4,100.2
3.93,168.5,33,100.2
4.39,173.3,33,100.1
4.91,183.5,33.8,100.1
4.18,164.8,34,100.1
4.2,157.4,34.2,100
3.8,149.8,29.7,99.9
3.1,150.6,29.1,99.9
3.04,148.7,29.6,99.9
3.34,145.6,29.7,100
4.42,127.6,28.8,100.1
3.11,117.1,26.2,100.3
1.6,115,26.2,100.3
1.23,93.5,25.7,100.3
0.78,29.9,25.5,100.4
0.32,357,25.7,100.3
0.51,103.7,25.6,100.2
1.46,101.2,25.3,100.2
1.52,128.1,24.7,100.2
0.25,149.5,24.7,100.2
0.48,4.1,26.1,100.2
0.97,63,25.8,100.3
1.09,86.8,28,100.3
0.83,94,28.3,100.3
0.64,116.6,29.3,100.3
0.99,141.4,32.6,100.3
2.14,175.9,33.9,100.3
3.66,168.9,32.9,100.2
3.8,150.2,32.2,100.2
1.68,180.3,28.9,100.1
1.95,148.1,29.8,100
1.06,179.9,30.6,100
1.36,215.9,30,100.1
0.37,287.8,29,100.2
1.45,340,27.5,100.3
2.99,344.7,27.5,100.3
2.52,326.5,27.6,100.4
2.1,322,26.6,100.4
1.83,332.5,26.4,100.4
2.07,357.7,26.5,100.3
3.24,0.3,25.5,100.3
3.79,357.6,25.9,100.2
4.78,2.1,25,100.2
4.83,2.9,25,100.2
4.74,359.2,25.4,100.3
4.9,359,25,100.4
4.36,0.5,26.8,100.4
4.14,358.3,27.8,100.4
4.35,357.9,29.6,100.4
4.52,356.7,31.7,100.4
4.74,358.4,33.2,100.3
4.83,347.8,33.3,100.2
4.72,355.2,33.7,100.1
3.82,345.3,34.4,100
2.16,10.9,33.1,99.9
5.14,15.6,32.6,100.1
4.34,11.8,30,100.2
5.15,10.8,28.2,100.3
4.9,355.6,27.3,100.4
5.29,346.8,27.3,100.4
5.44,353.1,26.4,100.5
6.38,354.2,25.4,100.5
6.68,351.2,25,100.4
6.3,350.4,24.7,100.4
6.29,347.5,24.4,100.4
6.45,348.3,24.3,100.4
5.7,357.1,23.4,100.4
6.5,359.9,23.8,100.4
6.4,358.6,23.7,100.5
6.08,358,23.8,100.5
6.15,354.6,27.2,100.6
5.9,354.3,28.1,100.6
5.12,354.6,28.9,100.6
4.67,353,31.5,100.6
4.49,344.3,32.1,100.5
5.01,342.3,32.9,100.4
5.62,1,33.8,100.4
6.17,13.3,34.1,100.3
5.6,8.3,31.8,100.3
4.91,10.4,31.3,100.4
4.41,2.7,30.6,100.4
5.61,353.4,29.9,100.5
6.04,351.7,28.7,100.6
6.17,351.9,27.6,100.7
6.18,351.1,27.6,100.7
6.33,348.7,27.5,100.8
6.32,348.9,27.6,100.7
6.34,348.2,27.3,100.7
6.67,351,26.6,100.6
6.85,352.1,25.7,100.6
7.03,352,25.6,100.6
6.97,352.6,25.5,100.6
6.65,353.3,25.3,100.6
6.55,355.2,25.1,100.7
6.55,355,28,100.7
6.74,354.9,29.4,100.7
6.3,357.4,30.1,100.7
5.57,357.8,32.3,100.6
5.14,359.1,33.1,100.6
4.58,3.7,33.7,100.5
3.25,359.9,33.8,100.4
2.91,359.8,34.4,100.3
4.44,19.9,32.2,100.3
5.19,18.7,31.6,100.3
4.7,11.8,31.2,100.3
4.83,10.1,30.4,100.4
4.06,359.2,29.5,100.5
4.77,352.9,28.9,100.5
4.47,357.6,28.5,100.6
4.01,355.8,27.7,100.6
3.7,353.1,27.6,100.6
3.49,357.7,27.5,100.5
2.77,358.8,26.7,100.5
2.07,13.6,26.5,100.4
3.09,1.2,25.7,100.4
3.3,4.7,25.6,100.4
3.53,1.5,25.4,100.5
3.56,354,25.2,100.5
2.81,353.9,27.5,100.6
2.41,1,29.8,100.5
1.66,1.8,30.6,100.5
0.87,349.2,33.9,100.4
0.66,181.1,34.7,100.3
2.77,173.7,35.7,100.3
5.06,191.9,36.4,100.2
5.28,195.2,35.2,100.1
3.21,171.8,30.9,100.1
3.07,150.4,31.2,100.1
2.5,193.7,30.7,100.2
2.95,195.2,30.2,100.2
3.23,186.2,29,100.2
2.78,158.9,28.3,100.3
3.27,142.1,28,100.4
3.07,141.8,27.6,100.4
2.77,140.4,27.6,100.4
2.75,136.2,27.3,100.3
2.6,131.7,26.8,100.2
3.34,133.3,26.8,100.2
3.43,135.9,26.4,100.2
3.25,127.1,26.3,100.2
3.75,118.5,26.5,100.2
2.75,113.2,26.5,100.2
2.01,145.6,30.1,100.3
2.52,169.8,30.9,100.3
3.07,177.3,31.4,100.3
3.38,180.9,34.2,100.2
3.47,181.7,34.4,100.2
3.36,185.5,34.4,100.1
3.97,187.2,33.4,100
4.11,171.4,33.2,99.9
5.03,175,31,99.9
4.9,167.7,31.2,100
4.46,173.6,30.4,100
4.61,177.3,30.2,100.1
4.41,170.7,29.2,100.2
3.96,160.5,28.8,100.3
4.03,139.5,28.5,100.3
4.31,123.1,28.1,100.4
4.3,113.6,28.1,100.4
3.32,119.4,28.1,100.3
2.69,140.5,28.2,100.2
2.65,138,25.9,100.2
2.62,143.4,26.1,100.2
2.03,145.5,26,100.2
1.95,137.2,26.3,100.3
2.11,128.3,26.2,100.4
2.01,136.9,28,100.4
1.67,151,28.5,100.4
1.79,168.3,29.5,100.4
2.14,166.8,32,100.4
2.49,165,32.8,100.3
3.07,186.1,33.8,100.2
3.46,172.4,34.6,100.1
3.43,141.4,32.9,100.1
3.25,139.5,31.2,100
1.36,142.4,30.6,100.1
1.55,338.4,28.8,100.2
2.58,312.9,29.2,100.2
3.63,330.8,28.9,100.3
4.3,335.9,29,100.4
4.42,343.9,28.8,100.4
5.11,344.2,28.2,100.4
5.14,344.7,28.2,100.4
4.87,343.1,27.8,100.4
5.23,347.4,26.5,100.4
5.15,353.4,25.5,100.3
5.23,346.9,25.2,100.4
5.48,355.8,25.2,100.3
5.42,358.7,24.9,100.5
5.8,349,25,100.5
5.53,352.2,27.1,100.5
5.72,352.4,27.6,100.5
6.08,353.5,28.9,100.5
4.85,354.7,31.8,100.5
5.08,355.7,32.3,100.4
4.61,4.6,33.7,100.4
4.85,5.5,33.8,100.3
4.55,7.9,33.9,100.2
5.24,359.9,31.4,100.1
5.96,5.5,30.6,100.3
4.23,1.2,30.1,100.3
5.42,358.7,29.5,100.4
5.51,356.4,27.8,100.4
5.61,353,27.6,100.5
5.07,349.1,27.5,100.5
4.59,350.2,27.1,100.6
4.03,355.1,26.7,100.6
4.42,348.9,26.3,100.6
5.33,349.6,26.1,100.5
5.98,346.9,25.9,100.5
6.19,347.8,25.1,100.4
6.27,347.2,25.2,100.5
6.36,344.5,24.7,100.6
6.1,344.7,24.5,100.7
6.09,346.5,27,100.6
7.09,351.2,27.9,100.7
6.84,355.6,28.9,100.6
5.45,357.4,32.6,100.6
4.45,353.1,33.5,100.5
3.61,350.5,34.5,100.4
2.98,333.1,34.1,100.3
3.67,349,31.8,100.3
3.87,8.7,32.6,100.2
4.17,0,31.2,100.3
3.35,358.1,30.6,100.4
2.73,356.1,29.6,100.4
2.41,346.1,28.6,100.5
1.76,331,28.1,100.5
1.4,247.1,27.9,100.6
1.35,193.2,27.1,100.6
0.62,145.1,25.9,100.6
0.6,94.5,26.5,100.6
0.82,27.4,25.8,100.5
2.13,3.5,26,100.5
2.42,1.7,24.4,100.4
2.7,356.7,24.5,100.4
2.94,348.5,25.2,100.4
3.48,350.8,24.7,100.5
3.12,354.9,27.3,100.5
3.85,354.8,28.7,100.5
3.8,354.6,29.5,100.5
2.87,359.9,33,100.5
1.19,12.1,33.7,100.4
0.31,160.2,34.8,100.3
2.31,169.2,35.3,100.1
4.72,211.2,36,100.2
4,221.2,30.8,100.1
2.13,195.9,30.6,100.2
1.71,191.6,30.3,100.2
2.07,167.2,30.4,100.3
2.55,165.1,28.3,100.4
3.63,152.3,28,100.5
4.44,137.8,27.9,100.5
4.43,125.9,27.1,100.5
4.54,114.9,26.9,100.5
4.17,112.8,26.8,100.4
3.92,125.8,26.2,100.4
3.88,140.3,25.9,100.3
4.44,140.1,25.1,100.3
4.01,143.8,25.3,100.3
3.37,142.9,25.8,100.4
2.46,134.2,25.7,100.4
2.25,139.1,28.4,100.4
2.23,153.8,29.9,100.4
2.79,171.6,30.6,100.4
3.5,180,32,100.4
3.92,178.8,33.4,100.3
4.38,174.3,33.9,100.3
4.97,174.1,34.1,100.2
5.17,180.6,32.8,100.1
5.43,195,31.2,100.1
4.98,192.2,30.8,100
4.52,187.4,30.2,100.1
4.55,186.1,29.5,100.2
4.24,177.9,28.5,100.3
4.18,168.2,28,100.3
4.7,150,28,100.4
5.1,135.2,26.9,100.5
4.59,123.4,26.6,100.5
3.96,120.2,26.7,100.4
3.7,126.6,26.5,100.4
3.75,132.1,26.3,100.3
4.06,124.4,25.6,100.3
4.16,128.1,25.5,100.3
4.15,132.8,25.5,100.4
4.1,137.7,25.6,100.4
4.56,145.1,27.7,100.5
3.41,153.8,28.9,100.5
2,143,28.8,100.5
3.28,156.1,31.6,100.5
4.4,160.3,31.7,100.4
4.71,155.4,33,100.4
4.7,145.9,32.5,100.2
4.71,154.9,31.9,100.1
4.47,167.5,30.6,100.1
4.6,170,29.7,100.1
3.48,170,28.9,100.2
2.24,159.7,28.6,100.2
1.75,148.8,27.8,100.3
1.27,133.8,27.5,100.4
1.23,150.4,27.5,100.4
1.21,163.5,26.9,100.5
1.92,169.5,26.8,100.4
2.45,205.1,26.9,100.5
1.38,217.6,26.7,100.4
1.44,282.2,25.8,100.4
0.89,230,24.9,100.4
0.49,179.9,25.1,100.4
0.12,359.4,25,100.4
1.11,54.5,24.9,100.5
1.51,39.8,25.6,100.5
1.14,91.8,27,100.5
2.04,134,27,100.6
2.66,148.7,30.1,100.6
1.66,137.2,30.7,100.5
1.83,117.8,31.6,100.5
2.12,126.6,32.5,100.4
1.48,166.1,32.2,100.4
1.59,153,29.7,100.2
2.09,137.8,30.3,100.3
2.25,154.4,29.8,100.3
2.11,169.4,29.3,100.3
1.77,185.7,28.2,100.4
1.84,178,28.1,100.5
1.2,188.5,28,100.5
0.7,204.5,27.4,100.6
0.43,168.5,28.1,100.6
1.54,200.8,27.5,100.5
1.55,196.7,26.7,100.5
1.41,189.2,26.4,100.5
2.28,145.9,25.1,100.4
2.26,156.5,25.2,100.4
1.66,154.3,25,100.5
1.43,156.9,24.5,100.5
2.63,156.5,26.1,100.6
3.05,148.4,26.1,100.6
2.57,159.6,26.4,100.6
2.39,163,27.9,100.6
1.8,157.2,28.3,100.6
1.93,162,28.7,100.5
2.44,165.9,29.1,100.4
2.99,177.6,29.9,100.3
3.82,178.8,28.9,100.3
4.33,168.2,28,100.3
4.45,154.4,28.2,100.4
4.3,145.3,27.9,100.4
4.35,145.2,26.5,100.5
4.61,151.1,26.2,100.6
4.54,148.5,26.3,100.6
4.11,140.2,26.2,100.6
2.87,125.4,26.3,100.6
2.85,130.4,26.1,100.5
3.48,137.2,26,100.4
4,134.7,25.4,100.4
4.14,121.1,25.1,100.3
3.91,128.9,25,100.4
3.52,145.3,25,100.4
3.71,150.9,24.9,100.5
4.7,152.7,26.1,100.5
4.4,154.1,25.6,100.5
4.24,158.2,25.9,100.5
3.89,151.9,28.5,100.5
3.99,146.1,28.5,100.5
3.42,143.2,29.2,100.4
3.43,148.2,29.5,100.3
